0,1
Beginners,"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Visnjic', 'Kai Lennox', 'Mary Page Keller', 'Keegan Boos', 'China Shavers', 'Melissa Tang', 'Amanda Payton', 'Luke Diliberto', 'Lou Taylor Pucci', 'Bambadjan Bamba', 'Hana Hwang', 'Samuel T. Ritter', 'Jennifer Lauren', 'Reynaldo Pacheco', 'Jodi Long', 'Bruce French', 'Leslie Shea', 'Michael Chieffo', 'Jennifer Hasty', 'Rodney Saulsberry', 'June Sanders', 'Catherine McGoohan', 'Terry Walters', 'Lana Young', 'Algerita Wynn', 'Regina McKee Redwing', 'Sunday Burke', 'Patrick Birkett', 'Sabera Wise', 'Rafael J. Noble', 'Jose Yenque', 'T.G. Cody', 'Patrick Scott', 'Ton Suckhasem', 'Charles Valentino', 'Seth T. Walker', 'Michael Laren', 'Cosmo', 'Jessica Elder', 'Kim Farris', 'Sean Grady', 'Frederick Keeve', 'Lawrence Ravettina', 'Shelley Robertson', 'Joanna Theobalds', 'Del Zamora']"
Time Bandits,"['John Cleese', 'Sean Connery', 'Shelley Duvall', 'Katherine Helmond', 'Ian Holm', 'Michael Palin', 'Ralph Richardson', 'Peter Vaughan', 'David Warner', 'David Rappaport', 'Kenny Baker', 'Malcolm Dixon', 'Mike Edmonds', 'Jack Purvis', 'Tiny Ross', 'Craig Warnock', 'David Daker', 'Sheila Fearn', 'Jim Broadbent', 'John Young', 'Myrtle Devenish', 'Brian Bowes', 'Leon Lissek', 'Terence Bayler', 'Preston Lockwood', 'Charles McKeown', 'David Leland', 'John Hughman', ""Derrick O'Connor"", 'Neil McCarthy', 'Declan Mulholland', 'Peter Jonfield', 'Derek Deadman', 'Jerold Wells', 'Roger Frost', 'Martin Carroll', 'Marcus Powell', 'Winston Dennis', 'Del Baker', 'Juliette James', 'Ian Muir', 'Mark Holmes', 'Andrew MacLachlan', 'Chris Grant', 'Tony Jay', 'Edwin Finn', 'Ray Cooper', 'Fred Wood']"
Inhumans,"['Anson Mount', 'Serinda Swan', 'Ken Leung', 'Eme Ikwuakor', 'Isabelle Cornish', 'Ellen Woglom', 'Iwan Rheon', 'Sonya Balmores', 'Henry Ian Cusick', 'Ari Dalbert', 'Krista Alvarez', 'Aaron Hendry', 'Faleolo Alailima', 'Bridger Zadina', 'Ptolemy Slocum', 'Lofton Shaw', 'Chad James Buchanan', 'Mike Moh', 'Ty Quiamboa', 'Tom Wright', 'Marco Rodríguez', 'Michael Buie', 'Tanya Clarke', 'Jamie Gray Hyder', 'Michael Trotter', 'Andra Nechita', 'Liv Hewson', 'Moses Goods', 'Sumire', 'V.I.P.', 'Miriam Lucien', 'Kala Alexander', 'Albert Ueligitone', 'Matt Perfetuo', 'Joseph Kingsley', 'Stephanie Anne Lewis', 'Jason Lee Hoy', 'Aidan Fiske', 'Lee Minh Topping', 'Jason Quinn', 'Jeff Juett', 'Deborah Glazier', 'Nicola Peltz', 'Dan Cooke', 'Garret Sato', 'Nolan Hong', 'Wolf Lee Counsel', 'Allan Cole', 'Devon Nekoba', 'Blake Lebenz']"
Maverick,"['Mel Gibson', 'Jodie Foster', 'James Garner', 'Graham Greene', 'Alfred Molina', 'James Coburn', 'Dub Taylor', 'Geoffrey Lewis', 'Paul L. Smith', 'Dan Hedaya', 'Dennis Fimple', 'Denver Pyle', 'Clint Black', 'Max Perlich', 'Art LaFleur', 'Leo Gordon', 'Paul Tuerpe', 'Jean De Baer', 'Paul Brinegar', 'Hal Ketchum', 'Corey Feldman', 'John M. Woodward', 'Jesse Eric Carroll', 'Toshonnie Touchin', 'John Meier', 'Steven Chambers', 'Doc Duhame', 'Frank Orsatti', 'Lauren Shuler Donner', 'Courtney Barilla', 'Kimberly Cullum', 'Gary Richard Frank', 'Read Morgan', 'Steve Kahan', 'Stephen Liska', 'Robert Jones', 'J. Mills Goodloe', 'Vilmos Zsigmond', 'Waylon Jennings', 'Kathy Mattea', 'Carlene Carter', 'Vince Gill', 'Janis Oliver', 'William Smith', 'Chuck Hart', 'Doug McClure', 'Henry Darrow', 'Michael Paul Chan', 'Richard Blum', 'Bert Remsen', 'Robert Fuller', 'Donal Gibson', 'William Marshall', 'Bill Henderson', 'Cal Bartlett', 'Sam Dolan', 'Linda Hunt', 'Chris M. Allport', 'Monica Lee Bellais', 'Charles Dierkop', 'Richard Donner', 'James Drury', 'John Fogerty', 'Michael Forte', 'Patrick Fullerton', 'Jack Garner', 'Danny Glover', 'Will Hutchins', 'Bob Jennings', 'Rick Jensen', 'Margot Kidder', 'Reba McEntire', 'John Otrin', 'Roger Petan', 'Joy Sydney Peters', 'Don Stark']"
Cloak & Dagger,"['Olivia Holt', 'Aubrey Joseph', 'Gloria Reuben', 'Emma Lahana', 'Andrea Roth', 'J.D. Evermore', 'Noëlle Renée Bercy', 'Miles Mussenden', 'Angela Davis', 'Andy Dylan', 'Dilshad Vadsaria', 'Ally Maki', 'Brooklyn McLinn', 'Lane Miller', 'Carl Lundstedt', 'Jaime Zevallos', 'Maceo Smedley', 'Marqus Clae', 'Joshua J. Williams', 'Wayne Pére', 'Cecilia Leal', 'Dalon J. Holland', 'Rachel Ryals', 'Tim Kang', 'Gralen Bryant Banks', 'Gary Weeks', 'Jon Eyez', 'Andrea Frankle', 'Luray Cooper', 'Askia Bennett', 'Jim Klock', 'Scott Allen Perry', 'John P. Fertitta', 'Dalton E. Gray', 'Mike Donovan', 'Devyn A. Tyler', 'T.C. Matherne', 'Deric Augustine', 'Dother Sykes', 'Vanessa Motta', 'Frank Monteleone', 'Brian Matney', 'Gunnar Anderson', 'Hannah Hardin', 'Wyman Tannehill', 'Chelsea Bruland', 'Douglas M. Griffin', 'Armando Leduc', 'Bianca A. Santos', 'Preston Vanderslice']"
Hardbodies,"['Grant Cramer', 'Teal Roberts', 'Gary Wood', 'Michael Rapport', 'Sorrells Pickard', 'Roberta Collins', 'Cindy Silver', 'Courtney Gains', 'Kristi Somers', 'Crystal Shaw Martell', 'Darcy DeMoss', 'Antony Ponzini', 'Marvin Katzoff', 'Kip Waldo', 'Michael Miller', 'Chuck Hart', 'Kane Hodder', 'Kit Garfield', 'Erika Dockery', 'Karen Kelly', 'Karen LaVoie', 'Kathleen Kinmont', 'Steve Workman', 'Jackie Easton', 'Janet Gardner', 'Jan Kuehnemund', 'Pia Maiocco', 'Laurie Hedlund', 'Tamara Ivanov', 'Juli Lawrence', 'Julie Always', 'Leslee Bremmer', 'Tina Riccio', 'Karen Lybrand', 'Deborah Scardilli', 'Louise Baker', 'Dana Gonzalez', 'Laurie Bath', 'Lorena Hartley', 'Dee Anderson', 'Scott Kaufman', 'John Steele', 'David Spector', 'Marcia Karr', 'Mark Wilson', 'Steve Gold', 'Joyce Jameson', 'Deke Anderson', 'Emily Longstreth', 'Oliver Theess']"
The Walk,"['Joseph Gordon-Levitt', 'Guillaume Baillargeon', 'Émilie Leclerc', 'Mark Trafford', 'Inka Malovic', 'Lucas Ramacière', 'Martin Lefebvre', 'Philippe Bertrand', 'Laurence Deschênes', 'Patricia Tulasne', 'Jean-Robert Bourdage', 'Sylvie Lemay', 'Sasha Dominique', 'Soleyman Pierini', 'Jade Kindar-Martin', 'Patrick Baby', 'Ben Kingsley', 'Marie Turgeon', 'Charlotte Le Bon', 'Cat Lemieux', 'Larry Day', 'Clément Sibony', 'Denis Michaud', 'Serge Boulianne', 'Charles Gaudreau', 'Maxime Paradis', 'Serge Lepage', 'Alain Boileau', 'Jean-Marie Montbarbut', 'Vlad Stokanic', 'Philippe Soucy', 'Philippe Hartmann', 'Guido Grasso Jr.', 'César Domboy', 'Joel Rinzler', 'Mark Camacho', 'Harvey Diamond', 'Sylvain Landry', ""Robert D'Alessio"", 'Rosa Ruby Kagan', 'Steve Valentine', 'James Badge Dale', 'Ben Schwartz', 'Benedict Samuel', 'Mizinga Mwinga', 'Harry Standjofski', 'Stuart Fink', 'Doug Price', 'Yanik Ethier', 'Vittorio Rossi', 'Sergio Di Zio', 'Daniel Harroch', 'Jason Deline', 'Darrell Lee-Izeard', 'Kent McQuaid', 'Kwasi Songui', 'Adam Bernett', 'Karl Graboshas', 'Jason Blicker', 'Massimo Cannistraro', 'Karl Werleman', 'Chris Cavener', 'Leif Anderson', 'Trevor Botkin', 'Rebecca Croll', 'Gara Nlandu', 'Stephen Walters', 'Michel Gregory Dagenais', 'Adam Alberts', 'Julie Anctil', 'Steve Barry', 'Melantha Blackthorne', 'Momo Casablanca', 'John Chancellor', 'Jay Chevery', 'Christopher James Giannini', 'Francesco Giannini', 'Julien Heron', 'Serge Martineau', 'Galia Oliel-Sabbag', 'Tunde Pellicola', 'Nathaly Thibault']"
Spidey and His Amazing Friends,"['Benjamin Valic', 'Jakari Fraser', 'Lily Sanfelippo', 'Melanie Minichino', 'Dee Bradley Baker', 'JP Karliak', 'Kelly Ohanian', 'Justin Shenkarow', 'Nicolas Roye', 'Tru Valentino', 'Kari Wahlgren', 'Sandra Saad', 'Kimberly Brooks', 'Armen Taylor', 'Eugene Byrd', 'Gabrielle Ruiz', 'Hartley Wexler', 'Cristina Pucelli', 'Amari McCoy', 'Jaiden Alexander McLeod', 'Dawson Griffin']"
Marvel Studios: Legends,['Keith Wallace']
Marvel Studios: Assembled,"['Kevin Feige', 'Andy Park', 'Florence Pugh', 'Jac Schaeffer', 'Simu Liu', 'Scarlett Johansson', 'Nate Moore', 'Jonathan Schwartz', 'Brad Winderbaum', 'Zoie Nagelhout', 'Kari Skogland', 'Bryan Andrews', 'Destin Daniel Cretton', 'Anthony Mackie', 'A.C. Bradley', 'James Young', 'Sebastian Stan', 'Jeffrey Wright', 'Dave Callaham', 'Rachel Weisz', 'Kym Barrett', 'Malcolm Spellman', 'Ryan Meinerding', 'David Harbour', 'Daniel Brühl', 'D.Y. Sao', 'Wyatt Russell', 'Andy Le', 'Cate Shortland', 'Ben Kingsley', 'Clé Bennett', 'Rob Inch', 'Eric Pearson', 'Michael Crow', 'Awkwafina', 'Julia Louis-Dreyfus', 'Jany Temime', 'Tony Chiu-Wai Leung', 'Brad Martin', 'Barry Gibbs', 'Florence Kasumba', 'Victoria Alonso', 'Christopher Townsend', 'Bill Pope', 'Patricia Whitcher', 'Trevor Waterson', 'Sue Chan', 'Ray Chan', 'Francesca Jaynes', 'Emily VanCamp']"
The Punisher,"['Dolph Lundgren', 'Louis Gossett Jr.', 'Jeroen Krabbé', 'Kim Miyori', 'Bryan Marshall', 'Nancy Everhard', 'Barry Otto', 'Brian Rooney', 'Zoska Aleece', 'Kenji Yamaki', 'Hirofumi Kanayama', 'Larry McCormick', 'Todd Boyce', 'Lani John Tupu', 'Gianfranco Negroponte', 'Noga Bernstein', 'Emma Soloman', 'Courtney Keiler', 'Emily Nicol', 'Cathy Stirk', 'Dominic Baudish', 'Robert Fraser', 'James Klein', 'Fotis Pelekis', 'Christian Manon', 'Colin Leong', 'Brian McDermott', 'May Lloyd', 'Holly Rogers', 'Brooke Anderson', 'Lois Larimore', 'Harry Weiss', 'John Samaha', 'Robert Simper', 'Johnny Raaen', 'Lawrence Woodward', 'Tom Coltraine', 'Donal Gibson', 'David Arnett', 'Brett Williams', 'Al Gockimen', 'Colin Handley', 'Isao Hirata', 'Ken Wayne', 'David Morris', 'Richard Carter', 'Char Fontane', 'Aku Kadogo', 'Steve Kuhn', 'Roslyn Gentle', 'Maurice Brimo', 'Joanna Lambert', 'Arthur Sherman', 'Chris Hession', 'Jade Gatt']"
Avengers Assemble,"['Roger Craig Smith', 'Troy Baker', 'Fred Tatasciore', 'Travis Willingham', 'Bumper Robinson', 'Laura Bailey', 'Adrian Pasdar', 'David Kaye', 'James Mathis III', ""Liam O'Brien"", 'Mick Wingert', 'Grey Griffin', 'Kathreen Khavari', 'Daisy Lightfoot', 'Jennifer Hale', 'Grant George', 'Trevor Devall', 'Charlie Adler', 'Josh Keaton', 'Keston John', 'Kari Wahlgren', 'Chi McBride', 'Jim Meskimen', 'Matthew Mercer', 'Erica Lindbeck', 'Corey Burton', 'Brian Bloom', 'Clancy Brown', 'Dwight Schultz', 'Jason Spisak', 'Kevin Michael Richardson', 'April Stewart', 'Jesse Burch', 'Phil LaMarr', 'Anthony Ruivivar', 'Wynn Everett', 'Scott Porter', 'Steve Blum', 'William Salyers', 'Julie Nathanson', 'Mark Hamill', 'Vanessa Marshall', 'Isaac C. Singleton Jr.', 'Dan Donohue', 'Mela Lee', 'Maurice LaMarche', 'Steven Weber', 'Fryda Wolff', 'Catherine Taber', 'John DiMaggio']"
The Avengers: Earth's Mightiest Heroes,"['Eric Loomis', ""Colleen O'Shaughnessey"", 'Brian Bloom', 'Rick D. Wasserman', 'Chris Cox', 'Fred Tatasciore', 'James Mathis III', 'Wally Wingert', 'Phil LaMarr', 'Alex Désert', 'Troy Baker', 'Kari Wahlgren', 'Jennifer Hale', 'Vanessa Marshall', 'Kari Wuhrer', 'Robin Atkin Downes', 'Nolan North', 'Jim Ward', 'Gabriel Mann', 'Cam Clarke', 'Peter Jessop', 'Steve Blum', 'Tom Kane', 'Jonathan Adams', 'Graham McTavish', 'Elizabeth Daily', 'Roger Craig Smith', 'Jeffrey Combs', 'JB Blanc', 'Dawn Olivieri', 'Nika Futterman', 'Jon Curry', 'Lance Henriksen', 'Dee Bradley Baker', 'Laurent Vernin', 'Clancy Brown', 'Bumper Robinson', 'Keith Ferguson', 'Drake Bell', 'Erin Torpey', 'Christopher B. Duncan', 'Mark Hamill', 'Lex Lang', 'Loren Lester', 'Scott Menville', 'John DiMaggio', 'David Kaufman', 'Kevin Michael Richardson', 'Danny Mann', 'Grant Moninger']"
Saved by the Bell: Hawaiian Style,"['Mark-Paul Gosselaar', 'Mario Lopez', 'Dustin Diamond', 'Tiffani Thiessen', 'Elizabeth Berkley', 'Lark Voorhies', 'Rena Sofer', 'Dan Gauthier', 'Dennis Haskins', 'Dean Jones', 'Victor Brandt', 'Blake Boyd', 'Donald Li', 'Glen Chin', 'Ed Call', 'Eve Brent', 'Blaire Baron', 'Paul Napier', 'Biff Yeager', 'James R. Sweeney', 'Ashlee Lauren', 'Clarissa Mancuso', 'Chris Chinn', 'Michelle Cummings']"
A Man Called Horse,"['Richard Harris', 'Judith Anderson', 'Jean Gascon', 'Manu Tupou', 'Corinna Tsopei', 'Dub Taylor', 'James Gammon', 'William Jordan', 'Eddie Little Sky', 'Michael Baseleon', 'Lina Marín', 'Tamara Garina', 'Terry Leonard', 'Iron Eyes Cody', 'Tom Tyon', 'Jackson Tail', 'Manuel Padilla Jr.', 'Lloyd One Star', 'James Never Miss a Shot', 'Frank Rabbit Jr.', 'Samuel White Horse', 'Justin Thin Elk', 'Lawrence Old Cross', 'Ardene Turning Bear', 'Aloysius Eagleman', 'Ross Kills Enemy', 'Ben Black Bear', 'Richard Fool Bull', 'Bruce Pretty Bird', 'Phillip Clark', 'Ben Eagleman', 'Lee Schaff Guardino', 'Edward Little', 'Jasper Redhat', 'Sonny Skyhawk', 'Vincent St. Cyr']"
The Fantastic Four,"['Alex Hyde-White', 'Jay Underwood', 'Rebecca Staab', 'Michael Bailey Smith', 'Ian Trigger', 'Joseph Culp', 'George Gaynes', 'Kat Green', 'Carl Ciarfalio', 'Chuck Butto', 'Annie Gagen', 'Howard Shangraw', 'David Keith Miller', 'Robert Alan Beuth', 'Patrick Richwood', 'Ricky Dean Logan', 'Mercedes McNab', 'Phillip Van Dyke', 'Sandra Albornoz', 'Todd Blood', 'Michele Brown', 'Corey William Parys']"
Shazam!,"['Michael Gray', 'Les Tremayne', 'Jackson Bostwick', 'John Davey', 'JoAnna Cameron', 'Greg Mabrey', 'Christopher S. Nelson', 'Jack McCulloch', 'Derrel Maury', 'Carol Anne Seflinger', 'Tom Ruben', 'Chad States', 'John Carter', 'Pamelyn Ferdin', 'Todd Gross', 'Stephen Gustafson', 'Jackie Earle Haley', 'Lance Kerwin', 'Kerry MacLane', 'Christopher Man', 'Ruben Moreno', 'Wink Roberts', 'Ron Soble', 'Stephanie Steele', 'Danny Bonaduce', 'Conlan Carter', 'Ross Elliott', 'Dabbs Greer', 'Cindy Henderson', 'John Lupton', 'Linden Chiles', 'James Daughton', 'Eric Laneuville', 'Mark Montgomery', 'Andrew Stevens', 'Lisa Eilbacher', 'Eddie Firestone', 'Christina Hart', 'Hilly Hicks', 'Marcia Mae Jones', 'Sean Kelly', 'John Linton', 'Barry Miller', 'Andrew Rubin', 'William Sargent', 'Steve Tanner', 'Biff Warren', 'Melvin F. Allen', 'Ben Andrews', 'Cindy Eilbacher']"
Nick Fury: Agent of Shield,"['David Hasselhoff', 'Lisa Rinna', 'Sandra Hess', 'Neil Roberts', 'Garry Chalk', 'Tracy Waterhouse', 'Tom McBeath', 'Ron Canada', 'Bill Croft', 'Roger Cross', 'Peter Haworth', 'Scott Heindl', 'Adrian G. Griffiths', 'Campbell Lane', 'Mina E. Mina', 'Terry David Mulligan', 'Rick Ravanello', 'Stellina Rusich']"
The Daytrippers,"['Stanley Tucci', 'Hope Davis', 'Pat McNamara', 'Anne Meara', 'Parker Posey', 'Liev Schreiber', 'Stephanie Venditto', 'Campbell Scott', 'Marc Grapey', 'Douglas McGrath', 'Jill Rowe', 'Andy Brown', 'Paul Herman', 'Amy Stiller', 'Peter Askin', 'Marcia Haufrecht', 'Carol Locatell', 'Marcia Gay Harden', 'Adam Davidson', 'Tracey Barry', 'Ford Evanson', 'Greg Mottola', 'John Mottola', 'Rik Walters']"
Agents of S.H.I.E.L.D.: Slingshot,"['Natalia Cordova-Buckley', 'Yancey Arias', 'Chloe Bennet', 'Hiroo Minami', 'Ming-Na Wen', 'Dale Pavinski', 'Matt Berberi', 'Clark Gregg', ""Jason O'Mara"", 'Iain De Caestecker', 'Elizabeth Henstridge', 'Deren Tadlock', 'Henry Simmons', 'Marcus Jordan', 'Alexander Wraith', 'Mario Perez', 'Craig Baxley Jr.', 'Stan Lee']"
Modern Marvels,"['Lloyd Sherr', 'Harlan Saperstein', 'Adam Richman', 'William Atwater', 'Alexander B. Rubinow', 'Earl Boen', 'Bill Ratner', 'Jay Leno', 'Roger McCarthy', 'Thom Pinto', 'Vince Staten', 'Scott Mitchell Nelson', 'Will Lyman', 'David Stieghan', 'Jack Perkins', 'Roger Launius', 'Walter Boyne', 'Ned Barnett', 'Bob Casey', 'Richard P. Hallion', 'Garry James', 'Philip Schreier', 'Bruce Goodwin', 'Jeffery K. Smart', 'Ivan Oelrich', 'Beau Billingslea', 'Pam Dalton', 'Edward Teller', 'Dag Spicer', 'James Delgado', 'Greg Booth', 'Rosita Kelley', 'Peter Garrison', 'George B. Duke', 'Roger Meade', 'John Rhoades', 'Jeff Scheftel', 'John P. Hankey', 'Bob Dowty', 'Story Musgrave', 'J. Gordon Vaeth', 'Mary Schiavo', 'Robert Chandler', 'William Schermerhorn', 'Mike Burns', 'Walter Cronkite', 'Joe Pratt', 'Gary Weir', 'John Provan', 'Eric Brothers']"
The Trouble with Angels,"['Rosalind Russell', 'Binnie Barnes', 'Camilla Sparv', 'Mary Wickes', 'Marge Redmond', 'Dolores Sutton', 'Margalo Gillmore', 'Portia Nelson', 'Marjorie Eaton', 'Barbara Bell Wright', 'Judith Lowry', 'Hayley Mills', 'June Harding', 'Barbara Hunter', 'Bernadette Withers', 'Vicky Albright', 'Patty Ann Gerrity', 'Vicki Draves', 'Wendy Winkelman', 'Jewel Jaffe', 'Gail Liddle', 'Michael-Marie', 'Betty Jane Royale', 'Ronne Troup', 'Catherine Wyles', 'Gypsy Rose Lee', 'Jim Boles', 'Kent Smith', 'Pat McCaffrie', 'Harry Harvey', 'Mary Young', 'Elsie Baker', 'Madge Blake', 'Dee Carroll', 'Amadee Chabot', 'Lincoln Demyan', 'Marie Denn', 'George DeNormand', 'Cecil Elliott', 'Jesslyn Fax', 'Terry Frost', 'Ovella Hall', 'Jim Hutton', 'Ruth James', 'Chester Jones', 'Katherine Kenworthy', 'Kathryn Minner', 'Mews Small', 'Ted Stanhope']"
Twelfth Night,"['Imogen Stubbs', 'Steven Mackintosh', 'Nicholas Farrell', 'Sidney Livingstone', 'Ben Kingsley', 'James Walker', 'Helena Bonham Carter', 'Nigel Hawthorne', 'Mel Smith', 'Imelda Staunton', 'Toby Stephens', 'Alan Mitchell', 'Peter Gunn', 'Richard E. Grant', 'Tim Bentinck', 'Rod Culbertson', 'Jeff Hall', 'David Burke']"
Spider Man,"['Shinji Tôdô', 'Mitsuo Andô', 'Yukie Kagawa', 'Hirofumi Koga', 'Tôru Ôhira', 'Izumi Oyama', 'Rika Miura', 'Yoshiharu Yabuki', 'Rie Rinehart', 'Tina Margo', 'Noboru Nakaya', 'Wanita Somaborudo', 'Toshiaki Nishizawa', 'Ryusuke Sakitsu', 'Fuyuki Murakami', 'Kaneomi Oya', 'Hironori Tanioka', 'Satoshi Kurihara', 'Willie Dorsey', 'Satoshi Furukawa', 'Shôzô Îzuka', 'Hiroshi Miyauchi', 'Gôzô Sôma']"
Spider-Man and His Amazing Friends,"['Hans Conried', 'Sally Julian', 'Michael Evans', 'June Foray', 'Kathy Garver', 'Frank Welker', 'Dan Gilvezan', 'Jerry Dexter', 'Anne Lockhart', 'George DiCenzo', 'Keye Luke', 'Alan Dinehart', 'Walker Edmiston', 'Al Fann', 'John Stephenson', 'Janet Waldo', 'William Woodson', 'Johnny Haymer', 'Alan Young', 'Allan Melvin', 'Shepard Menken', 'Stan Lee', 'Dennis Marks', 'Dick Tufeld', 'Neil Ross', 'Stan Jones', 'Christopher Collins', 'Peter Cullen', 'Vic Perrin', 'Melissa Sue Anderson', 'William Marshall', 'Susan Blu', 'Michael Ansara', 'Robert Ridgely', 'Michael Rye', 'William Callaway', 'Michael Bell', 'Bob Bergen', 'Cathy Cavadini', 'Pat Fraley']"
Seven Worlds One Planet,"['David Attenborough', 'Peter Drost', 'Justine Evans', 'Bertie Gregory', 'John Shier', 'Chadden Hunter', 'Jonathan Keeling', 'Kiri Cashell', 'Rolf Steinmann', 'Mark MacEwen', 'Charlotte Bostock', 'Theo Webb', 'Sarah Whalley', 'Quentin Plett', 'Cheryl Knott', ""Bruno D'Amicis"", 'James Dalby', 'Daniel Hunter']"
Generation X,"['Matt Frewer', 'Finola Hughes', 'Jeremy Ratchford', 'Heather McComb', 'Agustin Rodriguez', 'Randall Slavin', 'Bumper Robinson', 'Suzanne Davis', 'Amarilis', 'Kevin McNulty', 'Lalainia Lindbjerg', 'Garry Chalk', 'Lynda Boyd', 'Joely Collins', 'Wally Dalton', 'Kavan Smith', 'Noel Geer', 'Garvin Cross', 'Ken Ryan', 'Robert J. Lewis', 'Dean McKenzie', 'L. Harvey Gold', 'Peter Bryant', 'James Crescenzo', 'Jeaneth Munoz', 'Edward Diaz', 'Nadia-Leigh Nascimento', 'Fulvio Cecere', 'Tyler Labine', 'Melody Johnson', 'Noah Michael Levine']"
Steamboy,"['Anne Suzuki', 'Masane Tsukayama', 'Katsuo Nakamura', 'Manami Konishi', 'Kiyoshi Kodama', 'Ikki Sawamura', 'Susumu Terajima', 'Osamu Saka', 'Keiko Aizawa', 'Rosalind Ayres', 'Mark Bramhall', 'Oliver Cotton', 'Robin Atkin Downes', 'William Hootkins', 'Peter Lavin', 'David S. Lee', 'Alfred Molina', 'Oliver Muirhead', 'Paula J. Newman', 'Anna Paquin', 'Moira Quirk', 'Alan Shearman', 'Patrick Stewart', 'Julian Stone', 'Kim Thomson', 'Kari Wahlgren']"
Woyzeck,"['Lajos Kovács', 'Diana Vacaru', 'Éva Igó', 'Aleksandr Porokhovshchikov', 'Gábor Reviczky', 'Péter Haumann', 'Sándor Gáspár', 'Sándor Varga', 'András Burján', 'Imre Burján', 'Mária Chell', 'József Danyi', 'Ildikó Dobos', 'Zsolt Dobozi', 'Pál Ducsai', 'Gyula Endrõdi', 'Attila Erczkovi', 'Antal Farkas', 'Tibor Farkas', 'Orsolya Fleckenstein', 'Gábor Fogarasi', 'Zsanett Herczeg', 'János Horsán', 'István Jakab', 'Zsófia Juhász', 'Györgyi Kari', 'Gábor Kelemen', 'Roland Kovács', 'Adrienne Kun', 'László Kácsor', 'Gizella Lakatos', 'Ernõ Lukács', 'Ernõné Lukács', 'György Makkai', 'Petra Matleszkovszky', 'Emma Mikes', 'Márton Mohai', 'Tibor Molnár', 'Ilona Novák', 'Júlia Nyakó', 'Mónika Orosz', 'János Papp', 'Andrea Pribéli', 'Éva Schön', 'Bernadett Simon', 'Bernadett Stöckler', 'Beatrix Szabó', 'József Szabó', 'Rita Szabó', 'Rudolf Takács', 'Ferenc Tóth', 'Gyula Varga', 'Gábor Vida', 'Diana Zolnai', 'Tímea Zsálek']"
Fantastic Four: The Animated Series,"['Beau Weaver', 'Lori Alan', 'Chuck McCann', 'Quinton Flynn', 'Brian Austin Green', 'Neil Ross', 'Joan Lee', 'Pauline Lomas', 'Tony Jay', 'Clyde Kusatsu', 'Kathy Ireland', 'Iona Morris', 'Stan Lee', 'Robin Sachs', 'James Warwick', 'Katherine Moffat', 'Simon Templeman', 'Dick Clark', 'Gary Owens', 'Robert Ridgely', 'Jim Cummings', 'Alan Oppenheimer', 'Gina Tuttle', 'Mark Hamill', 'Ron Perlman', 'John Rhys-Davies', 'Michael Dorn', 'Rocky Carroll', 'Ron Feinberg', 'John Vernon', 'Brian Bastien', 'Jane Carr', 'Gregg Berger', 'Riff Regan', 'Marla Rubinoff', 'Ron Friedman', 'George Gee', 'Green Jellÿ', 'Keith David', 'Brad Garrett', 'Richard Grieco', 'Bill Smitrovich', 'Kay E. Kuter', 'Kerrigan Mahan', 'Charles Howerton', 'Leeza Miller McGee', 'Jamie Horton', 'Benny Luciano', 'Jess Harnell', 'Edward Albert']"
Adventures of Captain Marvel,"['Tom Tyler', 'Frank Coghlan Jr.', ""William 'Billy' Benedict"", 'Louise Currie', 'Robert Strange', 'Harry Worth', 'Bryant Washburn', 'John Davidson', 'George Pembroke', 'George Lynn', 'Reed Hadley', 'Jack Mulhall', 'Kenne Duncan', 'Nigel De Brulier', 'John Bagni', 'Carleton Young', 'Leyland Hodgson', 'Stanley Price', 'Ernest Sarracino', 'Tetsu Komai', 'Wilson Benge', 'Lynton Brent', 'Earle D. Bunn', 'Ed Cassidy', 'Steve Clemente', 'Armand Cortes', 'Victor Cox', 'Dick Crockett', 'Joe De La Cruz', 'Eddie Dew', 'Curley Dresden', 'James Fawcett', 'Bud Geary', 'Augie Gomez', 'Ray Hanson', 'Sam Harris', 'Jerry Jerome', 'Al Kikume', 'Marten Lamont', 'Paul Lopez', 'Stanley Mack', 'Ted Mapes', 'Frank Marlowe', 'Gerald Mohr', 'Chuck Morrison', 'Loren Riebe', 'Francis Sayles', 'George Suzanne', 'Al Taylor', 'Duke Taylor', 'Ken Terrell', 'Frank Wayne', 'Henry Wills', 'Carl Zwolsman']"
The Incredible Hulk,"['Lou Ferrigno', 'Neal McDonough', 'John Vernon', 'Mark Hamill', 'Luke Perry', 'Matt Frewer', 'Philece Sampler', 'Thom Barry', 'Cree Summer', 'Kevin Schon', 'Genie Francis', 'Shadoe Stevens', 'Kathy Ireland', 'Michael Donovan', 'Lisa Zane', 'Richard Moll', 'Leeza Miller McGee', 'Simon Templeman', 'Tom Kane', 'Michael Horse', 'John Rhys-Davies', 'Peter Strauss', 'Stan Lee', 'Clancy Brown', 'Richard Grieco', 'Robert Hays', 'Chuck McCann', 'Mark L. Taylor', 'Leigh-Allyn Baker', 'Dorian Harewood', 'Michael Bell', 'Eric Vesbit', 'Beau Weaver', 'Brian Cummings', 'Jim Cummings', 'Jennifer Hale', 'Maurice LaMarche', 'Dawnn Lewis', 'Kevin Michael Richardson']"
